,FullStreetAddress,Amenities,Appliances,AssessmentYear,Attic,Baths,BathsFull,BathsHalf,Beds,CityName,CloseDate,ClosePrice,ContractDate,County,CountyTax,CountyTaxPaymentFreq,DaysOnMarket,DomProperty,Fireplaces,Foreclosure,Heating,HOA,HotWater,ImprovementAssessmentAmount,ImprovementAssessmentPaymentFreq,InteriorFeatures,LandAssessmentAmount,LandAssessmentPaymentFreq,Stories,ListDate,ListPrice,ListingLowPrice,ListingType,Longitude,ListingID,OriginalListPrice,Ownership,Parking,PropertyType,Remarks,ShowDays,StreetName,StreetNumber,Style,ListingTaxID,TotalAssessment,TotalOpenHouses,TotalShowings,LivingArea,TotalTaxes,TotalTours,Type,YearBuilt,Zip4,PostalCode
2751,1800 WILSON BLVD #108,"Attached Master Bathroom, Bathroom(s) - Ceramic Tile, Bathroom(s) - Dual Entry, Bedroom - Entry Level, Closet - Master Bedroom Walk-in, Closet(s) - Walk-in, Countertop(s) - Granite, Master Bedroom - Full Bathroom, Shades / Blinds, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, Dryer, Exhaust Fan, Microwave, Oven / Range - Gas, Refrigerator, Washer, Washer / Dryer - Stacked",2016.0,No,1,1,0,1,ARLINGTON,2017-10-31,425000.0,2017-09-20,ARLINGTON,3864.08,Annually,7,7,0,False,Forced Air,False,Natural Gas,355700.0,Annually,Floor Plan-Open,39400.0,Annually,1,2017-09-14,425000.0,425000.0,Excl. Right,-77.0791,AR10056683,425000.0,Condo,"Assigned, Prk Space Cnvys, Underground, Garage, Additional Storage Area, Under Home Parking",Residential,"Schedule showing on ShowingTime. Lockbox on railing in garage. Enter garage from Clarendon Blvd. Building amenities-concierge-7days/week, modern gym, 24-hour public space, courtyard fire pit, 24-hour camera coverage, free WiFi in the common area, bike storage. Blinds & blackout curtains. Owner has home care contract that transfers to new owner through May 2018. Great proximity to retail & dining.",All Days,WILSON,1800.0,Contemporary,17-010-053,395100,0,1,716,3915.42,1,Garden 1-4 Floors,2007,6602.0,22201
2752,4401 LEE HWY #27,"Bathroom(s) - Ceramic Tile, Drapery Rods, Wall to Wall Carpeting, Elevator, Shades / Blinds, Countertop(s) - Granite","Dishwasher, Disposal, Oven / Range - Gas, Refrigerator, Microwave",2016.0,No,1,1,0,2,ARLINGTON,2017-10-20,293900.0,2017-09-23,ARLINGTON,2905.64,Annually,9,9,0,False,Wall Unit,False,Natural Gas,260200.0,Annually,Floor Plan-Open,36900.0,Annually,1,2017-09-14,299900.0,299900.0,Modified/Excl,-77.11701,AR10057152,299900.0,Condo,Assigned,Residential,Open concept Mid-century modern floor plan*Renovated corner unit*On-trend remodeled stainless kitchen w/granite counters/crisp white cabinetry*Sizeable BRs w/brand new carpet*Updated bath*Oversized windows*Balcony for outdoor enjoyment*Fee incl all utilities*Bldg allows in-unit w/d*Assigned parking*Convenient locale..Metro bus@corner & 1/2 block to Lee Hghts shops/cafes*Just over 1 mi to Ballston,All Days,LEE,4401.0,Contemporary,07-001-034,297100,0,1,1025,2944.24,1,Mid-Rise 5-8 Floors,1965,3315.0,22207
2753,3000 TUCKAHOE ST N,,"Microwave, Oven / Range - Gas, Refrigerator, Six Burner Stove, Washer - Front Loading, Dryer - Front Loading, Water Heater - Tankless",2016.0,Yes,4,4,0,5,ARLINGTON,2017-11-17,1325000.0,2017-09-19,ARLINGTON,11431.84,Annually,7,7,2,False,Forced Air,False,Natural Gas,598900.0,Annually,Floor Plan-Open,570000.0,Annually,3,2017-09-13,1299000.0,1299000.0,Excl. Right,-77.164,AR10055401,1299000.0,Fee Simple,Paved Driveway,Residential,"Fabulous Arts & Crafts home fully remodeled in 2008. QUALITY construction and unique design make the CHARM factor high! 5BR, 4BA in the Nottingham, WMS, YHS pyramid. Gourmet kitchen, fabulous screen porch, luxurious master suite, main level BR/office!, spacious lower level w/ exercise room, fully fenced w/ exterior lighting & sprinkler system. Freshly painted inside & out. Wonderful neighborhood!",All Days,TUCKAHOE,3000.0,Arts & Crafts,01-006-044,1168900,0,0,3700,11583.78,2,Detached,1951,1614.0,22213
2754,5300 COLUMBIA PIKE #803,"Attached Master Bathroom, Closet - Master Bedroom Walk-in, Elevator, Master Bedroom - Full Bathroom, Shades / Blinds, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, Microwave, Oven - Self Cleaning, Oven / Range - Electric, Range Hood, Refrigerator, Washer - Front Loading, Dryer - Front Loading, Stove",2016.0,No,2,1,1,1,ARLINGTON,2017-11-03,225000.0,2017-09-19,ARLINGTON,2285.59,Annually,5,5,0,False,Forced Air,False,Electric,196100.0,Annually,Floor Plan-Traditional,37600.0,Annually,1,2017-09-15,225000.0,225000.0,Excl. Right,-77.11601,AR10055274,225000.0,Condo,"Assigned, Garage",Residential,"Beautiful 1BR/1.5BA, large living and bedroom with full wall of sliders to balcony, full bathroom and walk-in closet in MB, spacious kitchen w/ breakfast area,newer appliances,freshly painted, in-unit front loading washer&dryer, new entrance door, garage parking, access to pool, tennis court,Metro bus stop in front. Min to DC& Pentagon.Call 1st Showing Contact before showing. Lock box@front desk",,COLUMBIA,5300.0,Contemporary,28-004-171,233700,0,0,939,2315.96,1,Hi-Rise 9+ Floors,1974,5816.0,22204
2755,2917D WOODLEY ST #1,,,2016.0,No,1,1,0,1,ARLINGTON,2017-11-20,250000.0,2017-10-21,ARLINGTON,2395.12,Annually,11,11,1,False,Forced Air,False,Electric,218500.0,Annually,Floor Plan-Open,26400.0,Annually,1,2017-09-13,249900.0,249900.0,Excl. Right,-77.095961534,AR10055647,249900.0,Condo,"Surface, Permit Required",Residential,"Back on mkt, buyer got cold feet, through inspection & appraisal- seller keeping EMD. Schedule online. 1 bed, 1 ba Shirlington condo in Courtbridge community. Renovated kitchen, new floors throughout, & open living space that opens to private patio.  Low condo fee, pking, & pool. Minutes from shops and restaurants at Shirlington Village, trails, Shirlington Dog Park, & public transportation.",,WOODLEY,2917.0,Contemporary,29-003-957,244900,0,1,660,2426.94,1,Garden 1-4 Floors,1983,3369.0,22206
2756,820 POLLARD ST N #311,"Elevator, Countertop(s) - Granite, Master Bedroom - Full Bathroom, Shades / Blinds, Closet(s) - Walk-in, Wood Floors","Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Refrigerator, Stove, Washer",,No,2,2,0,2,ARLINGTON,2017-12-31,620000.0,2017-11-15,ARLINGTON,,,36,36,0,False,Heat Pump(s),False,Electric,,,Floor Plan-Open,,,1,2017-09-24,624900.0,624900.0,Excl. Agency,-77.106689231,AR10055282,635000.0,Condo,"Assigned, Covered Parking, Garage",Residential,"Stunning corner unit in modern and elegant building. Excellent location, 2 blocks from Ballston & VA Square Metros.Unit has high ceilings, full of natural light, high-end finishes,  perfect layout, feels like a 5th floor. Gourmet kitchen, granite and GE profile appliances. Hardwood  floors. Garage parking space 1st level close to elevator.Amenities: biz center, courtyard, gym. Next to everything.",All Days,POLLARD,820.0,Contemporary,14-043-192,0,0,0,1100,,1,Hi-Rise 9+ Floors,2007,,22203
2757,1109 TAYLOR ST #A,"Bathroom(s) - Ceramic Tile, Bedroom - Entry Level, Countertop(s) - Granite, Wood Floors","Dishwasher, Disposal, Dryer, Microwave, Oven / Range - Electric, Refrigerator, Washer, Washer / Dryer - Stacked",2016.0,No,2,2,0,3,ARLINGTON,2017-12-15,500000.0,2017-10-08,ARLINGTON,4749.17,Annually,26,26,0,False,Forced Air,False,Electric,420700.0,Annually,Floor Plan-Traditional,64900.0,Annually,1,2017-09-13,519000.0,519000.0,Excl. Right,-77.11278,AR10055558,519000.0,Condo,"Assigned, Surface",Residential,"Perfect location just 2 blocks from Ballston Metro & redeveloped shopping area. 3 bedroom, 2 full bath one level living. Updated kitchen includes granite counters. Updated baths, wood floors throughout living space. Separate dining room leads to beautiful, humongous deck. 1 assigned parking space. Owner is licensed RE agent.",,TAYLOR,1109.0,Colonial,14-022-044,485600,0,0,1200,4812.28,1,Garden 1-4 Floors,1985,4721.0,22201
2758,2030 ADAMS ST N #609,"Countertop(s) - Granite, Elevator, Bathroom(s) - Ceramic Tile, Closet(s) - Walk-in, Wall to Wall Carpeting","Dishwasher, Disposal, Oven / Range - Gas, Refrigerator",,No,1,1,0,1,ARLINGTON,2017-10-19,245000.0,2017-09-14,ARLINGTON,,,3,33,0,False,Wall Unit,True,Natural Gas,,,Floor Plan-Open,,,1,2017-09-13,239990.0,239990.0,Excl. Agency,-77.08964,AR10055444,239990.0,Condo,Assigned,Residential,"Fully upgraded-like new! New kitchen:cabinets, granite counters, gas stove, SS dishwasher+fridge, ceramic floors. Breakfast bar bet. kitchen and LR. New bath:tiled tub surround, luxury shower, ceramic tiles. Parking spot #21. Please remove shoes. Walk down guest parking lot. Look for lockbox on wall next to door (lower left group). Look for green rubber band around shackle. Lockbox # ends in 2127.",,ADAMS,2030.0,Contemporary,15-007-206,0,0,0,580,,1,Hi-Rise 9+ Floors,1964,3754.0,22201
2759,1866 PATRICK HENRY DR,"Attached Master Bathroom, Attic - Floored, Attic - Stairs Pull Down, Attic - Walk-in, Chair Railing, Fireplace Glass Doors, Master Bedroom - Full Bathroom, Shades / Blinds, Wood Floors","Dishwasher, Disposal, Dryer, Oven / Range - Gas, Refrigerator, Washer",2016.0,Yes,2,2,0,3,ARLINGTON,2017-11-30,731000.0,2017-10-21,ARLINGTON,,,38,66,1,False,Forced Air,False,Natural Gas,136800.0,Annually,Floor Plan-Traditional,586500.0,Annually,1,2017-09-13,735000.0,735000.0,Excl. Right,-77.13684,AR10055480,735000.0,Fee Simple,Drvwy/Off Str,Residential,"Walk to Westover Village from desirable one level rambler on 9,000 sq.ft. lot in McKinley Swanson Yorktown district. Sparkling new ktichen opens to sunroom & deck; fresh paint; MBR w/en suite bath; living room fireplace; wood floors; double pane windows; huge floored standup attic w/epansion potential. Recent roof, HVAC. Walk parks library bikepath restaurants",All Days,PATRICK HENRY,1866.0,Rambler,10-014-013,723300,0,0,1484,7167.88,1,Detached,1949,3246.0,22205
2760,4501 ARLINGTON BLVD #326,,"Dishwasher, Disposal, Microwave, Refrigerator, Oven / Range - Gas",2016.0,No,2,2,0,3,ARLINGTON,2017-11-16,412000.0,2017-09-22,ARLINGTON,3252.83,Annually,62,62,0,False,Forced Air,False,Electric,282000.0,Annually,Flat,50600.0,Annually,1,2017-09-13,420000.0,420000.0,Excl. Right,-77.10876,AR10055786,420000.0,Condo,Unassigned,Residential,"Accepting back up offers. Current contract pending settlement. Updated kitchen with stainless appliances and granite countertops, New windows, remodeled bathrooms, new HVAC convectors, recently painted, polished wood floors and spacious balcony.  Great community party rooms, pool, front desk & exercise room. Convenient location with access to transportation, shops, restaurants & more.",,ARLINGTON,4501.0,Other,20-026-096,332600,0,0,1446,3296.04,1,Mid-Rise 5-8 Floors,1965,2769.0,22203
2761,4141 HENDERSON RD #901,"Bathroom(s) - Ceramic Tile, Elevator, Bedroom - Entry Level, Master Bedroom - Full Bathroom, Closet - Master Bedroom Walk-in, Shades / Blinds, Closet(s) - Walk-in, Countertop(s) - Granite","Dishwasher, Disposal, Oven - Self Cleaning, Oven / Range - Gas, Range Hood, Refrigerator, Icemaker",2016.0,No,1,1,0,1,ARLINGTON,2017-10-25,325000.0,2017-09-21,ARLINGTON,2972.14,Annually,7,7,0,False,Forced Air,False,Natural Gas,266500.0,Annually,Floor Plan-Traditional,37400.0,Annually,1,2017-09-15,329800.0,329800.0,Excl. Right,-77.10948,AR10055847,329800.0,Condo,"Garage, Gen Comm Elem",Residential,"1/2 Mile to Metro! / Renovated Kit with brand new granite counters and brand-new appls / Updated Bath /  Just refin wood flrs / Large Balc w/Mon + Capitol view! / Up to 3 gar spaces [$150 yr for 1st car] / Condo fee includes all utilities / Restaurants, shops, and night spots nearby / Target coming! Ballston Quarter redevelopment will cause property values to rise - buy now before prices increase!",All Days,HENDERSON,4141.0,International,20-012-238,303900,0,1,936,3011.64,1,Hi-Rise 9+ Floors,1973,2468.0,22203
2762,3701 5TH ST S #505,"Bathroom(s) - Ceramic Tile, Closet - Master Bedroom Walk-in, Countertop(s) - Silestone, Drapery Rods, Drapes / Curtains, Elevator, Wall to Wall Carpeting","Dishwasher, Disposal, Icemaker, Microwave, Oven - Self Cleaning, Refrigerator",2016.0,No,1,1,0,1,ARLINGTON,2017-11-27,185000.0,2017-10-20,ARLINGTON,1611.74,Annually,36,36,0,False,"Wall Unit, Summer / Winter Changeover",False,Electric,138900.0,Annually,Floor Plan-Open,25900.0,Annually,1,2017-09-14,195000.0,195000.0,Excl. Right,-77.09704,AR10057270,195000.0,Condo,"Gen Comm Elem, Permit Required, Unassigned",Residential,"1BDR/1BA, Tons of Light! Beautifully updated Kitchen & Bath. Large BDR with 2 Walk-In Closets.Wall/Wall Carpet. Condo Fee Inc. Utilities. Amenities: Outdoor Pool, BBQ Area, Secure Storage Locker, Bike Room and Community Washers & Dryers. Private Parking is by permit, unassigned. A few short blocks from Columbia Pike Restaurants & Shopping. Ballston Metro-5Mins. FHA Eligible. 1 HR Notice PLZ.",All Days,5TH,3701.0,Contemporary,23-015-174,164800,0,0,720,1633.16,1,Mid-Rise 5-8 Floors,1958,1631.0,22204
2763,1020 HIGHLAND ST #906,"Closet(s) - Walk-in, Countertop(s) - Granite, Shades / Blinds, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, Dryer, Exhaust Fan, Microwave, Refrigerator, Washer / Dryer - Stacked, Washer",2016.0,No,1,1,0,0,ARLINGTON,2017-11-30,350000.0,2017-10-13,ARLINGTON,3244.03,Annually,22,22,0,False,Forced Air,False,Electric,311800.0,Annually,Efficiency,19900.0,Annually,1,2017-09-21,365000.0,365000.0,Excl. Right,-77.0948,AR10055740,365000.0,Condo,Garage,Residential,"Chic, luxurious studio meticulously maintained. Overlooks the quiet courtyard, includes a balcony, garage parking and TWO storage units. Custom Elfa shelving in walk in closet, H/W floors, granite counters, and stainless steel appliances. Low condo fee. Amenity rich - rooftop pool, fitness center, party room, theatre room, library & more.  Walk to metro. Call CSS 866-891-7469 to show.",All Days,HIGHLAND,1020.0,Contemporary,19-006-148,331700,0,1,568,3287.14,1,Hi-Rise 9+ Floors,2007,2188.0,22201
2764,3644 VERMONT ST N,,,2016.0,No,3,2,1,3,ARLINGTON,2017-10-31,600000.0,2017-09-13,ARLINGTON,8489.04,Annually,0,0,1,False,Forced Air,False,Natural Gas,193000.0,Annually,,675000.0,Annually,3,2017-09-13,600000.0,600000.0,Excl. Right,-77.12703,AR10055704,600000.0,Fee Simple,Garage,Residential,CALL ALT AGENT JR Ruzic with any questions at 703-595-9376 or email JR@RTRSells.com.  **THERE IS BLACK MOLD IN THE BASEMENT - ENTER AT OWN RISK.** House is a fixer upper / tear down.,All Days,VERMONT,3644.0,Colonial,03-046-022,868000,0,1,0,8601.88,0,Detached,1962,4538.0,22207
2765,1708 NELSON ST,"Shades / Blinds, Wall to Wall Carpeting, Washer / Dryer Hookup","Dishwasher, Dryer, Disposal, Refrigerator, Washer, Water Heater, Oven / Range - Gas",2016.0,Yes,1,1,0,2,ARLINGTON,2017-10-16,470000.0,2017-09-21,ARLINGTON,4485.11,Annually,6,6,0,False,Forced Air,False,Natural Gas,68600.0,Annually,Floor Plan-Traditional,390000.0,Annually,1,2017-09-15,475000.0,475000.0,Excl. Right,-77.09246999999999,AR10056271,475000.0,Fee Simple,Garage,Residential,"Charming rambler in a great Arlington location. Spacious .19 acre lot with shed and detached garage. 2 bedrooms, 1 full bath. Eat-in kitchen. Inviting living room. Unfinished basement with laundry and perfect for storage. Quiet yard backs to trees. Close to DC, Airport, Metro and more!    *Due to high levels of interest, please submit all offers by 5pm on Tuesday 9/19. Thank you!",,NELSON,1708.0,Rambler,26-012-011,458600,0,1,754,4544.7,1,Detached,1939,5030.0,22204
2766,1111 19TH ST N #1408,,,2016.0,No,1,1,0,1,ARLINGTON,2017-11-30,560000.0,2017-10-28,ARLINGTON,4884.13,Annually,45,45,0,False,Forced Air,False,Natural Gas,468500.0,Annually,Floor Plan-Open,30900.0,Annually,1,2017-09-14,575000.0,575000.0,Excl. Right,-77.06969000000001,AR10056705,575000.0,Condo,"Assigned, Garage",Residential,"Luxurious & Convenient Condo Overlooking The Potomac River & Georgetown- Steps To Key Bridge & Rosslyn Metro! Enjoy Stunning 31st Floor Roof Top Deck, Outdoor Kitchen, Full-Service Hotel Amenities, Restaurant, Room Service, 24/7 Concierge, Security, Spa, Fitness Center, Deeded Garage Parking, Floor-To-Ceiling Windows w/Solar Shades, Gourmet Kitchen- Viking, Miele, SubZero, Bosch, Granite",All Days,19TH,1111.0,Contemporary,16-018-019,499400,0,0,687,5338.56,1,Hi-Rise 9+ Floors,2008,1715.0,22209
2767,2901 22ND ST N,"Attached Master Bathroom, Attic - Finished, Bathroom(s) - Ceramic Tile, Built-in Bookcases, Countertop(s) - Granite, Fireplace Mantel(s), Master Bedroom - Full Bathroom, Shades / Blinds, Wood Floors","Dishwasher, Disposal, Dryer, Microwave, Oven / Range - Gas, Refrigerator, Washer, Water Heater",2016.0,No,3,2,1,3,ARLINGTON,2017-12-15,860000.0,2017-10-23,ARLINGTON,8110.55,Annually,39,39,1,False,"Baseboard, Central, Radiator",False,Natural Gas,254300.0,Annually,,575000.0,Annually,4,2017-09-14,875000.0,875000.0,Excl. Right,-77.09859,AR10056572,949500.0,Fee Simple,Drvwy/Off Str,Residential,"Floor plan, disclosures in docs.  Off-street parking area could easily be converted to lawn.  Numerous upgrades since last purchase.  Unfinished basement is EXTREMELY clean.  Back-up combo box on side door: 0395.",All Days,22ND,2901.0,Craftsman,05-061-010,829300,0,1,2085,8218.34,1,Detached,1912,4301.0,22201
2768,1111 19TH ST N #2204,"Closet - Master Bedroom Walk-in, Closet(s) - Walk-in, Countertop(s) - Granite","Washer / Dryer - Stacked, Microwave, Dishwasher, Disposal, Refrigerator, Icemaker, Oven / Range - Gas",2016.0,No,1,1,0,1,ARLINGTON,2017-10-28,500000.0,2017-10-28,ARLINGTON,4748.19,Annually,0,0,0,False,Forced Air,False,Natural Gas,459800.0,Annually,Floor Plan-Open,25700.0,Annually,1,2017-10-28,500000.0,500000.0,Excl. Right,-77.06969000000001,AR10092176,500000.0,Condo,Garage,Residential,"Five Star Residential Experience in the Waterview Condominium, Valet Parking at Hotel next door. Conveniently located above the Meridien Hotel, 1 BR 1 BA unit. Exclusive rooftop entertainment venue with sweeping views of Washington. conveyed with storage space",,19TH,1111.0,Contemporary,16-018-093,485500,0,0,570,5189.96,1,Hi-Rise 9+ Floors,2008,1712.0,22209
2769,2001 15TH ST N #1108,"Attached Master Bathroom, Bathroom(s) - Ceramic Tile, Bathroom(s) - Dual Entry, Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Fireplace Gas Insert, Fireplace Screen, Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Tub - Soaking, Vanities - Double, Wall to Wall Carpeting, Washer / Dryer Hookup, Whirlpool Jets, Wood Floors","Cooktop, Dishwasher, Disposal, Dryer, Exhaust Fan, Oven - Double, Oven - Wall, Oven / Range - Electric, Oven / Range - Gas, Range Hood, Refrigerator, Washer",2016.0,No,2,2,0,2,ARLINGTON,2017-10-09,850500.0,2017-09-25,ARLINGTON,,,12,103,1,False,Forced Air,False,Natural Gas,731000.0,Annually,Floor Plan-Open,69800.0,Annually,1,2017-09-14,859500.0,859500.0,Excl. Right,-77.08148,AR10056826,859500.0,Condo,Garage,Residential,"*Open Sun 2-4pm* Partial view of Potomac! Rooftop monument views& entertaining! Platinum 2 bed/2bath unit w/upgrades thrghout. Kitchen w/Wolf& Viking SS appliances& granite. Master bed w/dressing room& en-suite w/marble, jetted tub& sep shower. Hardwoods in main living area, gas FP in family rm. 2nd bed w/private access to hall bath. 24hr concierge, Pool, gym,sauna,1 block to metro, shops &dining!",,15TH,2001.0,Contemporary,17-012-249,800800,0,0,1552,7935.92,2,Hi-Rise 9+ Floors,2006,2697.0,22201
2770,3429 KEMPER RD S,"Attached Master Bathroom, Attic - Access Only, Automatic Garage Door Opener, Bathroom(s) - Ceramic Tile, Bedroom - Entry Level, Chair Railing, Closet - Master Bedroom Walk-in, Closet(s) - Walk-in, Countertop(s) - Granite, Crown Molding, Drapery Rods, Drapes / Curtains, Fireplace Gas Insert, Fireplace Glass Doors, Home Warranty, Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Shades / Blinds, Vanities - Separate, Wall to Wall Carpeting, Water Closet(s), Wood Floors","Cooktop, Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven - Double, Oven - Wall, Refrigerator, Washer, Water Heater",2016.0,Yes,4,3,1,4,ARLINGTON,2017-11-10,802000.0,2017-10-03,ARLINGTON,7468.99,Annually,19,19,1,False,"Central, Forced Air",True,Natural Gas,478700.0,Annually,,285000.0,Annually,4,2017-09-14,805000.0,805000.0,Excl. Right,-77.086559833,AR10056906,815000.0,Fee Simple,Garage,Residential,"EXQUISITELY DESIGNED Brittany end unit. Open concept ML w/hdwd flrs, gourmet kit w/granite, island bkfst bar, SS appl opens to FR w/gas fplc, formal DR & LR. MBR w/2 walk ins, LUX MBA w/sep tub/shower, 2 vanities. Entry lvl guest BR/office w/full BA. North facing rooftop terrace w/afternoon shade! Minutes to DC, Pentagon. Short walk to shops/restaurants of Shirlington! 30 min notice to remove DOG!",,KEMPER,3429.0,Traditional,31-033-295,763700,0,0,2496,7568.26,1,Townhouse,2011,2315.0,22206
2771,1506 GARFIELD ST,,,2016.0,Yes,2,2,0,4,ARLINGTON,2017-09-16,1350000.0,2017-09-16,ARLINGTON,10239.66,Annually,0,0,1,False,Hot Water,False,Natural Gas,314700.0,Annually,,732300.0,Annually,3,2017-09-16,1350000.0,1350000.0,Excl. Right,-77.09444,AR10059141,1350000.0,Fee Simple,Drvwy/Off Str,Residential,Comp purposes only..,,GARFIELD,1506.0,Carriage House,15-067-030,1047000,0,0,0,10375.76,0,Detached,1913,3922.0,22201
